"Geo","Year","D4c"
888,2019,0
888,2050,0
889,2019,0
889,2050,0
890,2019,0
890,2050,0
891,2019,0
891,2050,0
892,2019,8
892,2050,16
893,2019,0
893,2050,0
894,2019,0
894,2050,0
895,2019,4
895,2050,8
896,2019,5
896,2050,7
897,2019,0
897,2050,0
898,2019,0
898,2050,0
899,2019,0
899,2050,0
900,2019,0
900,2050,0
901,2019,0
901,2050,0
902,2019,0
902,2050,0
903,2019,0
903,2050,0
904,2019,0
904,2050,0
905,2019,0
905,2050,0
906,2019,0
906,2050,0
907,2019,0
907,2050,0
908,2019,0
908,2050,0
909,2019,0
909,2050,0
910,2019,3
910,2050,3
911,2019,8
911,2050,10
912,2019,0
912,2050,4
913,2019,0
913,2050,3
914,2019,0
914,2050,0
915,2019,2
915,2050,4
916,2019,2
916,2050,4
917,2019,2
917,2050,4
918,2019,2
918,2050,4
919,2019,2
919,2050,4
920,2019,0
920,2050,0
921,2019,0
921,2050,6
922,2019,0
922,2050,4
923,2019,2
923,2050,4
924,2019,0
924,2050,0
925,2019,0
925,2050,0
926,2019,5
926,2050,7
927,2019,0
927,2050,4
928,2019,0
928,2050,4
929,2019,0
929,2050,0
930,2019,0
930,2050,3
931,2019,0
931,2050,0
932,2019,6
932,2050,4
933,2019,0
933,2050,0
934,2019,0
934,2050,0
935,2019,0
935,2050,0
936,2019,0
936,2050,0
937,2019,0
937,2050,3
938,2019,0
938,2050,6
939,2019,2
939,2050,4
940,2019,2
940,2050,4
941,2019,0
941,2050,4
942,2019,0
942,2050,0
943,2019,0
943,2050,0
944,2019,0
944,2050,0
945,2019,0
945,2050,0
946,2019,0
946,2050,4
947,2019,2
947,2050,4
948,2019,22
948,2050,22
949,2019,26
949,2050,34
950,2019,30
950,2050,44
951,2019,26
951,2050,36
952,2019,0
952,2050,0
953,2019,0
953,2050,0
954,2019,4
954,2050,4
955,2019,4
955,2050,4
956,2019,4
956,2050,4
957,2019,0
957,2050,0
958,2019,0.584540353338546
958,2050,0.642994388672401
959,2019,0
959,2050,0
960,2019,10
960,2050,12
961,2019,14.6666666666667
961,2050,20
962,2019,6
962,2050,20
963,2019,12
963,2050,22
964,2019,12
964,2050,20
965,2019,0
965,2050,0
966,2019,0
966,2050,0
967,2019,1.3877972854669
967,2050,1.52657701401359
968,2019,10
968,2050,4
969,2019,8
969,2050,12
970,2019,10
970,2050,20
971,2019,0
971,2050,0
972,2019,8
972,2050,12
973,2019,0
973,2050,8
974,2019,10
974,2050,12
975,2019,14
975,2050,24
976,2019,18
976,2050,28
977,2019,0
977,2050,8
978,2019,12
978,2050,20
979,2019,4
979,2050,4
980,2019,2
980,2050,4
981,2019,12
981,2050,24
982,2019,2
982,2050,16
983,2019,2
983,2050,4
984,2019,0
984,2050,0
985,2019,0
985,2050,8
986,2019,4
986,2050,4
987,2019,8
987,2050,12
988,2019,8
988,2050,12
989,2019,4
989,2050,4
990,2019,0
990,2050,0
991,2019,0
991,2050,0
992,2019,0
992,2050,0
993,2019,12
993,2050,20
994,2019,2
994,2050,16
995,2019,6
995,2050,8
996,2019,0
996,2050,0
997,2019,0
997,2050,12
998,2019,0
998,2050,16
999,2019,26
999,2050,30
1000,2019,12
1000,2050,16
1001,2019,12
1001,2050,16
1002,2019,2.66666666666667
1002,2050,12
1003,2019,12.6666666666667
1003,2050,32
1004,2019,12
1004,2050,16
1005,2019,10
1005,2050,16
1006,2019,12
1006,2050,16
1007,2019,2
1007,2050,4
1008,2019,14
1008,2050,20
1009,2019,1
1009,2050,8
1010,2019,2
1010,2050,4
1011,2019,2
1011,2050,4
1012,2019,6
1012,2050,20
1013,2019,0
1013,2050,0
1014,2019,6
1014,2050,12
1015,2019,6
1015,2050,8
1016,2019,0
1016,2050,0
1017,2019,16
1017,2050,28
1018,2019,0
1018,2050,8
1019,2019,0
1019,2050,0
1020,2019,0
1020,2050,0
1021,2019,0
1021,2050,0
1022,2019,0
1022,2050,0
1023,2019,0
1023,2050,0
1024,2019,0
1024,2050,0
1025,2019,0
1025,2050,0
1026,2019,0
1026,2050,0
1027,2019,0
1027,2050,0
1028,2019,0
1028,2050,0
1029,2019,0
1029,2050,0
1030,2019,0
1030,2050,0
1031,2019,0
1031,2050,0
1032,2019,0
1032,2050,0
1033,2019,0
1033,2050,0
1034,2019,0
1034,2050,0
1035,2019,0
1035,2050,0
1036,2019,0
1036,2050,0
1037,2019,0
1037,2050,0
1038,2019,0
1038,2050,0
1039,2019,0
1039,2050,8
1040,2019,0
1040,2050,8
1041,2019,0
1041,2050,0
1042,2019,6.66666666666667
1042,2050,22
1043,2019,6
1043,2050,12
1044,2019,6
1044,2050,12
1045,2019,0
1045,2050,4
1046,2019,8
1046,2050,18
1047,2019,4
1047,2050,10
1048,2019,10
1048,2050,28
1049,2019,12
1049,2050,16
1050,2019,4
1050,2050,4
1051,2019,8
1051,2050,8
1052,2019,14.6666666666667
1052,2050,36
1053,2019,24.6666666666667
1053,2050,48
1054,2019,12
1054,2050,20
1055,2019,4.66666666666667
1055,2050,4
1056,2019,8
1056,2050,22
1057,2019,14.6666666666667
1057,2050,36
1058,2019,12.6666666666667
1058,2050,32
1059,2019,0
1059,2050,0
1060,2019,0
1060,2050,0
1061,2019,0
1061,2050,0
1062,2019,0
1062,2050,0
1063,2019,0
1063,2050,0
1064,2019,0
1064,2050,0
1065,2019,0
1065,2050,0
1066,2019,0
1066,2050,0
1067,2019,4
1067,2050,4
1068,2019,0
1068,2050,0
1069,2019,6
1069,2050,20
1070,2019,2
1070,2050,8
1071,2019,6
1071,2050,16
1072,2019,12
1072,2050,16
1073,2019,0
1073,2050,20
1074,2019,0
1074,2050,0
1075,2019,0
1075,2050,0
1076,2019,14
1076,2050,20
1077,2019,0
1077,2050,0
1078,2019,12
1078,2050,16
1079,2019,0
1079,2050,0
1080,2019,0
1080,2050,0
1081,2019,0
1081,2050,0
1082,2019,0
1082,2050,0
1083,2019,0
1083,2050,0
1084,2019,0
1084,2050,0
1085,2019,0
1085,2050,0
1086,2019,0
1086,2050,0
1087,2019,0
1087,2050,0
1088,2019,0
1088,2050,0
1089,2019,0
1089,2050,0
1090,2019,0
1090,2050,0
1091,2019,0
1091,2050,0
1092,2019,14
1092,2050,40
1093,2019,12
1093,2050,24
1094,2019,12.6666666666667
1094,2050,24
1095,2019,24.6666666666667
1095,2050,44
1096,2019,24
1096,2050,36
1097,2019,32.6666666666667
1097,2050,56
1098,2019,0
1098,2050,0
1099,2019,0
1099,2050,0
1100,2019,0
1100,2050,0
1101,2019,0
1101,2050,0
1102,2019,0
1102,2050,0
1103,2019,0
1103,2050,0
1104,2019,0
1104,2050,0
1105,2019,0
1105,2050,0
1106,2019,0
1106,2050,0
1107,2019,0
1107,2050,0
1108,2019,0
1108,2050,0
1109,2019,4
1109,2050,4
1110,2019,10
1110,2050,12
1111,2019,0
1111,2050,0
1112,2019,22
1112,2050,28
1113,2019,24.6666666666667
1113,2050,44
1114,2019,22
1114,2050,28
1115,2019,4
1115,2050,4
1116,2019,0
1116,2050,0
1117,2019,12
1117,2050,16
1118,2019,14
1118,2050,24
1119,2019,0
1119,2050,0
1120,2019,0
1120,2050,0
1121,2019,6
1121,2050,12
1122,2019,6
1122,2050,12
1123,2019,6
1123,2050,12
1124,2019,2
1124,2050,4
1125,2019,4
1125,2050,8
1126,2019,24
1126,2050,36
1127,2019,12
1127,2050,20
1128,2019,12
1128,2050,20
1129,2019,12
1129,2050,20
1130,2019,0
1130,2050,0
1131,2019,14
1131,2050,20
1132,2019,26
1132,2050,32
1133,2019,4
1133,2050,4
1134,2019,2
1134,2050,10
1135,2019,0
1135,2050,0
1136,2019,0
1136,2050,0
1137,2019,0
1137,2050,0
1138,2019,0
1138,2050,0
1139,2019,3.17777589002563
1139,2050,3.4955534790282
1140,2019,0
1140,2050,0
1141,2019,0
1141,2050,0
1142,2019,0
1142,2050,0
1143,2019,0.815440838520365
1143,2050,0.896984922372402
1144,2019,0.475840153744374
1144,2050,0.523424169118811
1145,2019,3.07934133335534
1145,2050,3.38727546669087
1146,2019,0
1146,2050,0
1147,2019,2.8692614041034
1147,2050,3.15618754451374
1148,2019,0
1148,2050,0
1149,2019,0
1149,2050,0
1150,2019,2.37240401486137
1150,2050,2.60964441634751
1151,2019,1.65694663511759
1151,2050,1.82264129862935
1152,2019,1.78028352133944
1152,2050,1.95831187347338
1153,2019,0.587028239348653
1153,2050,0.645731063283518
1154,2019,1.34161634515769
1154,2050,1.47577797967346
1155,2019,1.79221550817112
1155,2050,1.97143705898824
1156,2019,0.200856824904632
1156,2050,0.220942507395095
1157,2019,0
1157,2050,12
1158,2019,0
1158,2050,0
1159,2019,0
1159,2050,0
1160,2019,0
1160,2050,0
1161,2019,0
1161,2050,0
1162,2019,0
1162,2050,0
1163,2019,0
1163,2050,0
1164,2019,0
1164,2050,0
1165,2019,0
1165,2050,0
1166,2019,0
1166,2050,0
1167,2019,0
1167,2050,0
1168,2019,0
1168,2050,0
1169,2019,0
1169,2050,0
1170,2019,0
1170,2050,0
1171,2019,0
1171,2050,0
1172,2019,0
1172,2050,0
1173,2019,0
1173,2050,0
1174,2019,0
1174,2050,0
1175,2019,0
1175,2050,0
1176,2019,0
1176,2050,0
1177,2019,8
1177,2050,10
1178,2019,3
1178,2050,3
1179,2019,6
1179,2050,6
1180,2019,2
1180,2050,10
1181,2019,6
1181,2050,6
1182,2019,2
1182,2050,8
1183,2019,0
1183,2050,0
1184,2019,0
1184,2050,0
1185,2019,12
1185,2050,20
1186,2019,2
1186,2050,0
1187,2019,12
1187,2050,32
1188,2019,6
1188,2050,4
1189,2019,6
1189,2050,6
1190,2019,4
1190,2050,4
1191,2019,8
1191,2050,12
1192,2019,0
1192,2050,0
1193,2019,8
1193,2050,12
1194,2019,18
1194,2050,28
1195,2019,2
1195,2050,4
1196,2019,8
1196,2050,28
1197,2019,6
1197,2050,16
1198,2019,8
1198,2050,12
1199,2019,0
1199,2050,8
1200,2019,30
1200,2050,62
1201,2019,14.6666666666667
1201,2050,36
1202,2019,2
1202,2050,10
1203,2019,0
1203,2050,0
1204,2019,0
1204,2050,0
1205,2019,0.903863351546503
1205,2050,0.994249686701153
1206,2019,0.894508556128667
1206,2050,0.983959411741534
1207,2019,0
1207,2050,0
1208,2019,0
1208,2050,0
1209,2019,6
1209,2050,8
1210,2019,10
1210,2050,12
1211,2019,10
1211,2050,16
1212,2019,6
1212,2050,6
1213,2019,2
1213,2050,4
1214,2019,4.66666666666667
1214,2050,4
1215,2019,0
1215,2050,0
1216,2019,0
1216,2050,0
1217,2019,0
1217,2050,0
1218,2019,12.6666666666667
1218,2050,34
1219,2019,10
1219,2050,16
1220,2019,10
1220,2050,16
1221,2019,14
1221,2050,20
1222,2019,3
1222,2050,7
1223,2019,0
1223,2050,0
1224,2019,0
1224,2050,0
1225,2019,0
1225,2050,0
1226,2019,0
1226,2050,0
1227,2019,0
1227,2050,0
1228,2019,0
1228,2050,0
1229,2019,4
1229,2050,4
1230,2019,2.66666666666667
1230,2050,12
1231,2019,0
1231,2050,0
1232,2019,6
1232,2050,12
1233,2019,4
1233,2050,4
1234,2019,0
1234,2050,0
1235,2019,4
1235,2050,4
1236,2019,0
1236,2050,12
1237,2019,0
1237,2050,0
1238,2019,0
1238,2050,8
1239,2019,2
1239,2050,0
1240,2019,14
1240,2050,20
1241,2019,2
1241,2050,16
1242,2019,2
1242,2050,16
1243,2019,2
1243,2050,16
1244,2019,0
1244,2050,0
1245,2019,8
1245,2050,24
1246,2019,0
1246,2050,0
1247,2019,0
1247,2050,0
1248,2019,0
1248,2050,0
1249,2019,0
1249,2050,0
1250,2019,12
1250,2050,16
1251,2019,8
1251,2050,12
1252,2019,2.66666666666667
1252,2050,8
1253,2019,0
1253,2050,4
1254,2019,0
1254,2050,0
1255,2019,0
1255,2050,0
1256,2019,2
1256,2050,4
1257,2019,4
1257,2050,4
1258,2019,0
1258,2050,0
1259,2019,6
1259,2050,20
1260,2019,0
1260,2050,0
1261,2019,0
1261,2050,0
1262,2019,0
1262,2050,0
1263,2019,0
1263,2050,0
1264,2019,0
1264,2050,0
1265,2019,6
1265,2050,6
1266,2019,0
1266,2050,0
1267,2019,0
1267,2050,0
1268,2019,0
1268,2050,0
1269,2019,0
1269,2050,0
1270,2019,0
1270,2050,0
1271,2019,0
1271,2050,0
1272,2019,0
1272,2050,0
1273,2019,0
1273,2050,0
1274,2019,0
1274,2050,0
1275,2019,0
1275,2050,0
1276,2019,0
1276,2050,0
1277,2019,0
1277,2050,0
1278,2019,0
1278,2050,0
1279,2019,0
1279,2050,0
1280,2019,0
1280,2050,0
1281,2019,0
1281,2050,0
1282,2019,0
1282,2050,0
1283,2019,6
1283,2050,8
1284,2019,10
1284,2050,20
1285,2019,1
1285,2050,2
1286,2019,10
1286,2050,16
1287,2019,2
1287,2050,4
1288,2019,10
1288,2050,12
1289,2019,2
1289,2050,0
1290,2019,0
1290,2050,0
1291,2019,0
1291,2050,0
1292,2019,0
1292,2050,0
1293,2019,0
1293,2050,0
1294,2019,0
1294,2050,0
1295,2019,0
1295,2050,0
1296,2019,1
1296,2050,4
1297,2019,0
1297,2050,0
1298,2019,0
1298,2050,0
1299,2019,10
1299,2050,32
1300,2019,12
1300,2050,32
1301,2019,24
1301,2050,52
1302,2019,27
1302,2050,52
1303,2019,26
1303,2050,36
1304,2019,0
1304,2050,0
1305,2019,0
1305,2050,0
1306,2019,0
1306,2050,0
1307,2019,0
1307,2050,0
1308,2019,0
1308,2050,0
1309,2019,0
1309,2050,0
1310,2019,0
1310,2050,0
1311,2019,0
1311,2050,0
1312,2019,0
1312,2050,0
1313,2019,0
1313,2050,0
1314,2019,0
1314,2050,0
1315,2019,0
1315,2050,0
1316,2019,0
1316,2050,0
1317,2019,0
1317,2050,0
1318,2019,0
1318,2050,0
1319,2019,0
1319,2050,0
1320,2019,2
1320,2050,16
1321,2019,6
1321,2050,12
1322,2019,0
1322,2050,0
1323,2019,0
1323,2050,0
1324,2019,0
1324,2050,0
1325,2019,0
1325,2050,0
1326,2019,2
1326,2050,4
1327,2019,2
1327,2050,4
1328,2019,2
1328,2050,4
1329,2019,0
1329,2050,12
1330,2019,0
1330,2050,12
1331,2019,0
1331,2050,12
1332,2019,0
1332,2050,0
1333,2019,0
1333,2050,0
1334,2019,0
1334,2050,0
1335,2019,0
1335,2050,0
1336,2019,0
1336,2050,0
1337,2019,0
1337,2050,0
1338,2019,0
1338,2050,0
1339,2019,0
1339,2050,0
1340,2019,0
1340,2050,0
1341,2019,0
1341,2050,0
1342,2019,0
1342,2050,12
1343,2019,0
1343,2050,0
1344,2019,0
1344,2050,0
1345,2019,0
1345,2050,0
1346,2019,0
1346,2050,0
1347,2019,0
1347,2050,12
1348,2019,0
1348,2050,0
1349,2019,0
1349,2050,0
1350,2019,3
1350,2050,7
1351,2019,0
1351,2050,0
1352,2019,0
1352,2050,0
1353,2019,0
1353,2050,0
1354,2019,0
1354,2050,0
1355,2019,0
1355,2050,0
1356,2019,0
1356,2050,12
1357,2019,0
1357,2050,12
1358,2019,0
1358,2050,0
1359,2019,0
1359,2050,0
1360,2019,0
1360,2050,0
1361,2019,0
1361,2050,0
1362,2019,0
1362,2050,0
1363,2019,0
1363,2050,0
1364,2019,0
1364,2050,0
1365,2019,0
1365,2050,0
1366,2019,0
1366,2050,0
1367,2019,0
1367,2050,0
1368,2019,0
1368,2050,0
1369,2019,0
1369,2050,0
1370,2019,0
1370,2050,0
1371,2019,0
1371,2050,12
1372,2019,0
1372,2050,0
1373,2019,0
1373,2050,0
1374,2019,0
1374,2050,0
1375,2019,0
1375,2050,0
1376,2019,0
1376,2050,0
1377,2019,0
1377,2050,0
1378,2019,0
1378,2050,0
1379,2019,0
1379,2050,0
1380,2019,0
1380,2050,0
1381,2019,0
1381,2050,12
1382,2019,0
1382,2050,0
1383,2019,0
1383,2050,0
1384,2019,0
1384,2050,0
1385,2019,0
1385,2050,0
1386,2019,0
1386,2050,0
1387,2019,0
1387,2050,0
1388,2019,0
1388,2050,0
1389,2019,0
1389,2050,0
1390,2019,0
1390,2050,0
1391,2019,0
1391,2050,12
1392,2019,0
1392,2050,0
1393,2019,12
1393,2050,4
1394,2019,0
1394,2050,8
1395,2019,16
1395,2050,20
1396,2019,0
1396,2050,0
1397,2019,9
1397,2050,20
1398,2019,30
1398,2050,40
1399,2019,30
1399,2050,40
1400,2019,5
1400,2050,11
1401,2019,12
1401,2050,20
1402,2019,8
1402,2050,12
1403,2019,12
1403,2050,20
1404,2019,24.6666666666667
1404,2050,48
1405,2019,22
1405,2050,32
1406,2019,0
1406,2050,0
1407,2019,0
1407,2050,0
1408,2019,0
1408,2050,0
1409,2019,0
1409,2050,0
1410,2019,0
1410,2050,0
1411,2019,0
1411,2050,0
1412,2019,0
1412,2050,0
1413,2019,0
1413,2050,0
1414,2019,0
1414,2050,0
1415,2019,0
1415,2050,0
1416,2019,0
1416,2050,0
1417,2019,0
1417,2050,0
1418,2019,0
1418,2050,0
1419,2019,0
1419,2050,0
1420,2019,0
1420,2050,0
1421,2019,0
1421,2050,0
1422,2019,0
1422,2050,0
1423,2019,0
1423,2050,0
1424,2019,0
1424,2050,0
1425,2019,76.6666666666667
1425,2050,152
1426,2019,76.6666666666667
1426,2050,152
1427,2019,76.6666666666667
1427,2050,152
1428,2019,52.3333333333333
1428,2050,108
1429,2019,28
1429,2050,36
1430,2019,2
1430,2050,16
1431,2019,36
1431,2050,56
1432,2019,2
1432,2050,16
1433,2019,0
1433,2050,0
1434,2019,6
1434,2050,16
1435,2019,0
1435,2050,0
1436,2019,6
1436,2050,8
1437,2019,6
1437,2050,8
1438,2019,1
1438,2050,4
1439,2019,36
1439,2050,20
1440,2019,0
1440,2050,0
1441,2019,0
1441,2050,0
1442,2019,0
1442,2050,0
1443,2019,0
1443,2050,0
1444,2019,0
1444,2050,0
1445,2019,0
1445,2050,0
1446,2019,2
1446,2050,4
1447,2019,4
1447,2050,7
1448,2019,10
1448,2050,20
1449,2019,24.6666666666667
1449,2050,48
1450,2019,6.66666666666667
1450,2050,24
1451,2019,4
1451,2050,8
1452,2019,0
1452,2050,0
1453,2019,0
1453,2050,0
1454,2019,6.66666666666667
1454,2050,24
1455,2019,0
1455,2050,0
1456,2019,0
1456,2050,0
1457,2019,2
1457,2050,4
1458,2019,0
1458,2050,0
1459,2019,2.66666666666667
1459,2050,8
1460,2019,0
1460,2050,0
1461,2019,0
1461,2050,20
1462,2019,14
1462,2050,20
1463,2019,0
1463,2050,12
1464,2019,12
1464,2050,16
1465,2019,6
1465,2050,8
1466,2019,12
1466,2050,24
1467,2019,10
1467,2050,28
1468,2019,10
1468,2050,20
1469,2019,18
1469,2050,28
1470,2019,16
1470,2050,40
1471,2019,16
1471,2050,40
1472,2019,32
1472,2050,44
1473,2019,32
1473,2050,24
1474,2019,0
1474,2050,12
1475,2019,0
1475,2050,0
1476,2019,0
1476,2050,0
1477,2019,0
1477,2050,0
1478,2019,14.6666666666667
1478,2050,36
1479,2019,14.6666666666667
1479,2050,20
1480,2019,22
1480,2050,32
1481,2019,12
1481,2050,20
1482,2019,18
1482,2050,44
1483,2019,0
1483,2050,0
1484,2019,0
1484,2050,0
1485,2019,2
1485,2050,4
1486,2019,32
1486,2050,48
1487,2019,28
1487,2050,44
1488,2019,38
1488,2050,56
1489,2019,28
1489,2050,36
1490,2019,32
1490,2050,28
1491,2019,14
1491,2050,32
1492,2019,30
1492,2050,40
1493,2019,10
1493,2050,12
1494,2019,4
1494,2050,4
1495,2019,4
1495,2050,4
1496,2019,6.66666666666667
1496,2050,20
1497,2019,0
1497,2050,0
1498,2019,0
1498,2050,0
1499,2019,0
1499,2050,0
1500,2019,0
1500,2050,0
1501,2019,0
1501,2050,0
1502,2019,0
1502,2050,0
1503,2019,0
1503,2050,0
1504,2019,0
1504,2050,0
1505,2019,0
1505,2050,0
1506,2019,0
1506,2050,0
1507,2019,0
1507,2050,0
1508,2019,0
1508,2050,0
1509,2019,8
1509,2050,20
1510,2019,0
1510,2050,0
1511,2019,24
1511,2050,36
1512,2019,22
1512,2050,32
1513,2019,10
1513,2050,16
1514,2019,24
1514,2050,56
1515,2019,2
1515,2050,8
1516,2019,8
1516,2050,24
1517,2019,0
1517,2050,0
1518,2019,12.6666666666667
1518,2050,36
1519,2019,0
1519,2050,0
1520,2019,0
1520,2050,0
1521,2019,0
1521,2050,0
1522,2019,0
1522,2050,0
1523,2019,0
1523,2050,0
1524,2019,0
1524,2050,0
1525,2019,0
1525,2050,0
1526,2019,0
1526,2050,0
1527,2019,0
1527,2050,0
1528,2019,6
1528,2050,8
1529,2019,0
1529,2050,0
1530,2019,0
1530,2050,0
1531,2019,0
1531,2050,0
1532,2019,0
1532,2050,0
1533,2019,0
1533,2050,0
1534,2019,0
1534,2050,0
1535,2019,0
1535,2050,0
1536,2019,0
1536,2050,0
1537,2019,0
1537,2050,0
1538,2019,0
1538,2050,0
1539,2019,0
1539,2050,0
1540,2019,0
1540,2050,0
1541,2019,0
1541,2050,0
1542,2019,0
1542,2050,0
1543,2019,0
1543,2050,0
1544,2019,1
1544,2050,8
1545,2019,0
1545,2050,0
1546,2019,0
1546,2050,0
1547,2019,2
1547,2050,4
1548,2019,0
1548,2050,20
1549,2019,6
1549,2050,8
1550,2019,0
1550,2050,8
1551,2019,2.66666666666667
1551,2050,12
1552,2019,0
1552,2050,0
1553,2019,0
1553,2050,0
1554,2019,0
1554,2050,0
1555,2019,0
1555,2050,0
1556,2019,0
1556,2050,0
1557,2019,0
1557,2050,0
1558,2019,0
1558,2050,0
1559,2019,0
1559,2050,0
1560,2019,0
1560,2050,0
1561,2019,0
1561,2050,0
1562,2019,4
1562,2050,4
1563,2019,2
1563,2050,16
1564,2019,4
1564,2050,4
1565,2019,12
1565,2050,28
1566,2019,2.66666666666667
1566,2050,12
1567,2019,0
1567,2050,12
1568,2019,14
1568,2050,20
1569,2019,0
1569,2050,0
1570,2019,0
1570,2050,0
1571,2019,0
1571,2050,0
1572,2019,0
1572,2050,0
1573,2019,0
1573,2050,0
1574,2019,0
1574,2050,0
1575,2019,0
1575,2050,0
1576,2019,0
1576,2050,0
1577,2019,0
1577,2050,0
1578,2019,8
1578,2050,24
1579,2019,8
1579,2050,24
1580,2019,8
1580,2050,28
1581,2019,4
1581,2050,4
1582,2019,0
1582,2050,12
1583,2019,0
1583,2050,0
1584,2019,0
1584,2050,0
1585,2019,0
1585,2050,0
1586,2019,0
1586,2050,0
1587,2019,0
1587,2050,0
1588,2019,0
1588,2050,0
1589,2019,0
1589,2050,0
1590,2019,0
1590,2050,0
1591,2019,0
1591,2050,0
1592,2019,0
1592,2050,0
1593,2019,4
1593,2050,4
1594,2019,1
1594,2050,8
1595,2019,1
1595,2050,8
1596,2019,0
1596,2050,12
1597,2019,0
1597,2050,0
1598,2019,0
1598,2050,0
1599,2019,0
1599,2050,0
1600,2019,0
1600,2050,0
1601,2019,0.668766804410175
1601,2050,0.735643484851193
1602,2019,0
1602,2050,0
1603,2019,0
1603,2050,0
1604,2019,0
1604,2050,0
1605,2019,0
1605,2050,0
1606,2019,0
1606,2050,0
1607,2019,10
1607,2050,8
1608,2019,10
1608,2050,8
1609,2019,22
1609,2050,28
1610,2019,22
1610,2050,28
1611,2019,3
1611,2050,7
1612,2019,0
1612,2050,0
1613,2019,3
1613,2050,3
1614,2019,0
1614,2050,0
1615,2019,0
1615,2050,0
1616,2019,0
1616,2050,0
1617,2019,0
1617,2050,0
1618,2019,2.73794915332601
1618,2050,3.01174406865862
1619,2019,0
1619,2050,0
1620,2019,12.6666666666667
1620,2050,36
1621,2019,12.6666666666667
1621,2050,36
1622,2019,12.6666666666667
1622,2050,34
1623,2019,0
1623,2050,8
1624,2019,0
1624,2050,8
1625,2019,6.66666666666667
1625,2050,22
1626,2019,0
1626,2050,0
1627,2019,0
1627,2050,0
1628,2019,0
1628,2050,0
1629,2019,0
1629,2050,0
1630,2019,1
1630,2050,4
1631,2019,1
1631,2050,4
1632,2019,1
1632,2050,4
1633,2019,1
1633,2050,4
1634,2019,0
1634,2050,0
1635,2019,0
1635,2050,0
1636,2019,0
1636,2050,0
1637,2019,0
1637,2050,0
1638,2019,0
1638,2050,0
1639,2019,9
1639,2050,16
1640,2019,22
1640,2050,32
1641,2019,0
1641,2050,0
1642,2019,0
1642,2050,0
1643,2019,0
1643,2050,0
1644,2019,0
1644,2050,0
1645,2019,6
1645,2050,16
1646,2019,0
1646,2050,0
1647,2019,0
1647,2050,0
1648,2019,0
1648,2050,0
1649,2019,0
1649,2050,0
1650,2019,0
1650,2050,0
1651,2019,0
1651,2050,0
1652,2019,0
1652,2050,0
1653,2019,0
1653,2050,0
1654,2019,0
1654,2050,0
1655,2019,0
1655,2050,0
1656,2019,0
1656,2050,0
1657,2019,0
1657,2050,0
1658,2019,0
1658,2050,0
1659,2019,1
1659,2050,4
1660,2019,0
1660,2050,0
1661,2019,0
1661,2050,0
1662,2019,0
1662,2050,0
1663,2019,0
1663,2050,0
1664,2019,0
1664,2050,0
1665,2019,0
1665,2050,0
1666,2019,0
1666,2050,0
1667,2019,0
1667,2050,4
1668,2019,0
1668,2050,4
1669,2019,0
1669,2050,0
1670,2019,0
1670,2050,0
1671,2019,0
1671,2050,0
1672,2019,0
1672,2050,0
1673,2019,0
1673,2050,0
1674,2019,0
1674,2050,0
1675,2019,0
1675,2050,0
1676,2019,0
1676,2050,0
1677,2019,0
1677,2050,0
1678,2019,0
1678,2050,0
1679,2019,0
1679,2050,0
1680,2019,6
1680,2050,16
1681,2019,0
1681,2050,0
1682,2019,1
1682,2050,4
1683,2019,0
1683,2050,0
1684,2019,0
1684,2050,4
1685,2019,0
1685,2050,0
1686,2019,6
1686,2050,16
1687,2019,0
1687,2050,0
1688,2019,0
1688,2050,0
1689,2019,1
1689,2050,8
1690,2019,0
1690,2050,0
1691,2019,0
1691,2050,0
1692,2019,0
1692,2050,0
1693,2019,0
1693,2050,0
1694,2019,0
1694,2050,0
1695,2019,0
1695,2050,0
1696,2019,0
1696,2050,0
1697,2019,0
1697,2050,0
1698,2019,0
1698,2050,0
1699,2019,0
1699,2050,0
1700,2019,1
1700,2050,8
1701,2019,0
1701,2050,0
1702,2019,0
1702,2050,0
1703,2019,0
1703,2050,0
1704,2019,0
1704,2050,0
1705,2019,0
1705,2050,0
1706,2019,0
1706,2050,0
1707,2019,0
1707,2050,0
1708,2019,0
1708,2050,0
1709,2019,0
1709,2050,0
1710,2019,0
1710,2050,0
1711,2019,0
1711,2050,0
1712,2019,0
1712,2050,0
1713,2019,8
1713,2050,8
1714,2019,22
1714,2050,34
1715,2019,6.66666666666667
1715,2050,36
1716,2019,10
1716,2050,16
1717,2019,22
1717,2050,32
1718,2019,0
1718,2050,0
1719,2019,0
1719,2050,0
